Segmentation,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,KMCluster,HCCluster
D,467250,Male,Yes,63,Yes,Entertainment,6.0,Low,2.0,Cat_6,4,1
C,460169,Female,Yes,89,Yes,Lawyer,1.0,High,2.0,Cat_2,3,3
D,461204,Female,Yes,86,Yes,Artist,,Low,4.0,,3,3
D,462401,Male,Yes,31,No,Executive,1.0,Average,2.0,Cat_4,1,6
C,464290,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,2,7
B,462692,Female,Yes,35,No,Artist,,Average,2.0,Cat_6,8,2
B,464599,Female,Yes,50,Yes,Artist,1.0,High,7.0,Cat_2,3,3
B,464952,Female,Yes,70,No,Engineer,0.0,Average,2.0,Cat_4,8,2
B,460502,Female,Yes,55,Yes,Engineer,1.0,Average,3.0,Cat_3,3,3
B,463897,Female,Yes,36,Yes,Homemaker,8.0,Average,5.0,Cat_6,3,3
B,464401,Female,Yes,66,Yes,Lawyer,4.0,Low,1.0,Cat_6,3,3
D,460631,Male,,47,Yes,Marketing,,High,2.0,Cat_3,4,1
D,462621,Female,Yes,49,No,Engineer,5.0,Average,5.0,Cat_4,8,2
B,466092,Male,Yes,65,Yes,Artist,1.0,Average,4.0,Cat_6,4,1
D,466469,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,6,5
C,459804,Male,Yes,45,No,Artist,3.0,High,4.0,Cat_6,1,6
D,460548,Male,No,33,No,Entertainment,1.0,Low,5.0,Cat_3,5,4
A,459733,Male,Yes,48,Yes,Executive,1.0,High,3.0,Cat_6,4,1
D,466830,Male,No,28,Yes,Healthcare,5.0,Low,4.0,Cat_6,7,8
C,466849,Female,No,27,Yes,Artist,0.0,Low,8.0,Cat_4,2,7
D,461090,Female,Yes,45,Yes,Engineer,1.0,Low,3.0,Cat_3,3,3
A,466531,Female,Yes,49,Yes,Entertainment,2.0,Average,3.0,Cat_6,3,3
D,464752,Female,Yes,46,,Marketing,,Low,1.0,Cat_4,8,2
C,467378,Female,Yes,56,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
D,462830,Male,No,21,No,Healthcare,,Low,1.0,Cat_2,5,4
A,461087,Female,Yes,29,No,Artist,0.0,Average,2.0,Cat_3,8,2
C,461857,Male,No,33,No,Entertainment,,Low,3.0,Cat_6,5,4
C,465754,Female,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_6,3,3
A,466708,Male,Yes,65,No,Entertainment,1.0,Low,1.0,Cat_6,1,6
B,465133,Female,Yes,61,Yes,Engineer,1.0,Average,5.0,Cat_6,3,3
C,467266,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,6,5
A,464304,Male,Yes,35,Yes,Artist,1.0,Low,1.0,Cat_3,4,1
A,464393,Female,Yes,82,Yes,Lawyer,1.0,High,2.0,Cat_6,3,3
A,464883,Female,Yes,37,No,Engineer,1.0,Low,4.0,Cat_4,8,2
A,464002,Female,No,26,No,Engineer,0.0,Low,5.0,,6,5
C,465203,Male,No,32,Yes,Healthcare,2.0,Low,3.0,Cat_6,7,8
C,461860,Female,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,3,3
B,459934,Male,No,49,Yes,Artist,0.0,Low,1.0,Cat_6,7,8
D,461408,Male,Yes,46,Yes,Marketing,1.0,Low,3.0,Cat_6,4,1
D,459545,Female,No,20,No,Doctor,,Low,4.0,Cat_6,6,5
B,460737,Male,,66,Yes,Artist,0.0,Low,,Cat_3,4,1
B,459967,Male,No,27,Yes,Entertainment,9.0,Low,3.0,Cat_6,7,8
B,464493,Female,Yes,66,Yes,Lawyer,6.0,Average,4.0,Cat_5,3,3
D,463020,Male,Yes,31,Yes,Artist,0.0,Average,3.0,Cat_1,4,1
C,466704,Male,Yes,53,Yes,Doctor,4.0,Average,2.0,Cat_6,4,1
D,462950,Female,No,29,Yes,Doctor,0.0,Low,5.0,Cat_3,2,7
A,459862,Male,Yes,70,No,Executive,,High,2.0,Cat_6,1,6
B,465560,Male,Yes,60,Yes,Entertainment,1.0,Average,5.0,Cat_3,4,1
B,465114,Female,No,43,No,Doctor,4.0,Low,6.0,Cat_7,6,5
A,464908,Male,Yes,73,Yes,Entertainment,5.0,Low,1.0,Cat_4,4,1
A,459761,Female,No,47,No,Engineer,,Low,,Cat_6,6,5
C,464109,Male,Yes,47,No,Entertainment,0.0,Average,3.0,Cat_6,1,6
D,463748,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,5,4
B,461808,Male,Yes,38,Yes,Artist,0.0,Low,2.0,Cat_7,4,1
C,461716,Female,Yes,56,Yes,Lawyer,5.0,High,9.0,Cat_6,3,3
C,466409,Male,Yes,51,Yes,Artist,0.0,Average,5.0,Cat_6,4,1
A,464160,Male,Yes,27,Yes,Artist,4.0,Average,2.0,Cat_6,4,1
A,462459,Male,No,30,Yes,Artist,2.0,Low,2.0,Cat_6,7,8
A,463347,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_2,4,1
D,461117,Female,No,30,Yes,Healthcare,0.0,Low,6.0,Cat_3,2,7
A,467023,Male,Yes,26,No,Doctor,9.0,Average,2.0,Cat_6,1,6
D,462637,Female,Yes,58,No,Marketing,,Average,6.0,Cat_4,8,2
B,465068,Male,Yes,42,Yes,Artist,3.0,Average,4.0,Cat_6,4,1
D,463731,Male,No,23,No,Healthcare,0.0,Low,,Cat_6,5,4
C,462239,Male,Yes,49,Yes,Executive,1.0,High,5.0,Cat_5,4,1
B,467472,Male,Yes,59,Yes,Executive,3.0,High,4.0,Cat_6,4,1
D,460269,Male,No,31,Yes,Healthcare,8.0,Low,,Cat_7,7,8
C,466286,Female,Yes,49,Yes,Artist,0.0,Average,5.0,Cat_2,3,3
A,467017,Male,No,31,Yes,Engineer,,Low,4.0,Cat_2,7,8
C,463767,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,4,1
A,466653,Male,Yes,41,Yes,Entertainment,5.0,Low,1.0,Cat_6,4,1
B,464982,Male,Yes,71,Yes,Executive,1.0,High,4.0,Cat_6,4,1
C,465021,Male,Yes,62,Yes,Entertainment,0.0,Average,3.0,Cat_6,4,1
A,462513,Male,No,26,Yes,Artist,,Low,4.0,Cat_4,7,8
A,460079,Female,No,41,No,Doctor,0.0,Low,1.0,Cat_6,6,5
C,460092,Male,No,41,Yes,Doctor,2.0,Low,2.0,Cat_6,7,8
A,462534,Male,No,38,Yes,Artist,,Low,1.0,Cat_6,7,8
C,466172,Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,4,1
A,463370,Male,Yes,46,Yes,Doctor,2.0,Low,4.0,Cat_3,4,1
C,463030,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,4,1
C,465359,Female,Yes,40,No,Artist,1.0,Low,1.0,Cat_6,8,2
B,462504,Female,No,49,No,Artist,9.0,Low,1.0,Cat_1,6,5
D,465937,Female,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6,2,7
B,460534,Male,Yes,36,Yes,Artist,0.0,Average,4.0,Cat_6,4,1
C,461032,Female,Yes,66,Yes,Lawyer,0.0,High,3.0,Cat_6,3,3
D,463285,Male,Yes,31,No,Marketing,,Low,4.0,Cat_3,1,6
C,466773,Female,Yes,37,Yes,,0.0,Low,,Cat_6,3,3
D,463568,Female,No,26,No,Healthcare,1.0,Low,,Cat_5,6,5
C,463785,Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_4,6,5
D,467127,Male,Yes,70,No,Lawyer,,Low,1.0,Cat_6,1,6
D,467469,Male,Yes,43,No,Entertainment,,Average,3.0,Cat_4,1,6
A,461358,Male,No,42,No,Entertainment,1.0,Low,3.0,Cat_6,5,4
A,464803,Male,No,28,No,Doctor,1.0,Low,1.0,Cat_4,5,4
A,460938,Male,No,38,Yes,Artist,,Low,1.0,Cat_6,7,8
B,460960,Male,Yes,48,Yes,Entertainment,6.0,Low,2.0,Cat_7,4,1
B,461461,Male,Yes,36,No,Entertainment,9.0,Average,2.0,Cat_6,1,6
D,460192,Male,Yes,41,Yes,,0.0,Low,2.0,Cat_7,4,1
B,466960,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,4,1
C,466674,Female,Yes,57,Yes,Artist,0.0,High,2.0,Cat_6,3,3
C,467747,Female,Yes,50,Yes,Artist,,High,4.0,Cat_6,3,3
A,460037,Female,No,42,Yes,Entertainment,5.0,Low,7.0,Cat_6,2,7
C,461310,Male,No,20,No,Marketing,,Low,5.0,Cat_6,5,4
D,460166,Female,No,21,No,Healthcare,1.0,Low,7.0,Cat_2,6,5
A,459454,Male,Yes,38,No,Artist,,Average,2.0,Cat_6,1,6
D,461403,Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,2,7
D,459129,Female,No,26,Yes,Marketing,9.0,Low,,Cat_3,2,7
C,464453,Female,Yes,46,Yes,Artist,4.0,High,5.0,Cat_6,3,3
D,463926,Female,No,27,No,Engineer,0.0,Low,6.0,Cat_6,6,5
D,462718,Female,No,25,No,Marketing,8.0,Low,5.0,Cat_6,6,5
A,464440,Male,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,4,1
D,467197,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,7,8
C,465070,Female,Yes,48,Yes,Marketing,6.0,Low,1.0,Cat_6,3,3
A,466127,Male,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,4,1
B,466941,Male,Yes,81,Yes,Lawyer,,High,2.0,Cat_6,4,1
C,467918,Male,Yes,48,Yes,Artist,7.0,Average,2.0,Cat_6,4,1
A,462696,Male,Yes,52,No,Artist,0.0,High,2.0,Cat_6,1,6
B,464135,Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,3,3
B,467586,Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,4,1
D,460794,Female,Yes,39,Yes,Homemaker,9.0,Low,1.0,Cat_6,3,3
C,460155,Female,Yes,53,Yes,Artist,2.0,High,2.0,Cat_2,3,3
C,464606,Male,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,4,1
A,465856,Male,Yes,41,Yes,Artist,11.0,High,2.0,Cat_6,4,1
A,463214,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_6,6,5
B,462848,Female,Yes,23,No,Healthcare,7.0,High,2.0,Cat_6,8,2
C,465293,Female,Yes,47,Yes,Artist,1.0,High,5.0,,3,3
C,461666,Female,Yes,35,Yes,Artist,0.0,High,2.0,Cat_7,3,3
C,459773,Male,Yes,51,Yes,Executive,1.0,Low,3.0,Cat_6,4,1
A,463647,Female,No,38,Yes,Engineer,1.0,Low,1.0,Cat_6,2,7
B,464156,Male,Yes,62,Yes,Artist,10.0,Low,1.0,Cat_6,4,1
A,460457,Female,No,43,Yes,Entertainment,8.0,Low,,Cat_3,2,7
B,463139,Male,Yes,60,Yes,Executive,1.0,High,6.0,Cat_2,4,1
C,464355,Male,Yes,47,Yes,Executive,1.0,High,4.0,Cat_6,4,1
D,462183,Male,No,22,No,Marketing,0.0,Low,4.0,Cat_6,5,4
D,466697,Female,No,31,No,Marketing,0.0,Low,3.0,Cat_6,6,5
A,466730,Female,Yes,38,Yes,Engineer,3.0,Low,2.0,Cat_6,3,3
A,466394,Female,Yes,42,No,Entertainment,6.0,Average,5.0,Cat_6,8,2
C,459009,Female,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,3,3
B,460554,Male,Yes,38,No,Artist,5.0,Average,3.0,Cat_3,1,6
B,462498,Female,Yes,55,Yes,Doctor,0.0,Average,3.0,Cat_6,3,3
C,459926,Female,Yes,71,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
A,465910,Male,Yes,38,No,Artist,10.0,Average,4.0,Cat_7,1,6
A,459166,Male,Yes,77,Yes,Artist,1.0,Low,1.0,Cat_6,4,1
D,462545,Male,No,33,No,Engineer,1.0,Low,3.0,Cat_4,5,4
B,459406,Male,Yes,72,No,Executive,0.0,High,2.0,Cat_6,1,6
A,464772,Female,Yes,43,No,Engineer,9.0,Average,4.0,Cat_4,8,2
B,465491,Female,No,35,Yes,Artist,0.0,Low,3.0,Cat_6,2,7
A,463123,Female,No,33,Yes,Doctor,1.0,Low,3.0,Cat_6,2,7
A,462015,Male,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6,4,1
D,461107,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,5,4
C,459265,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,3,3
D,462789,Female,No,19,No,Healthcare,,Low,6.0,Cat_3,6,5
C,465356,Female,,50,No,Artist,1.0,High,4.0,Cat_6,8,2
A,460295,Male,No,29,Yes,Artist,9.0,Low,3.0,Cat_6,7,8
B,463871,Female,Yes,46,No,Artist,8.0,Low,1.0,Cat_6,8,2
D,464594,Male,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_2,4,1
A,460694,Female,Yes,53,No,Engineer,3.0,Low,1.0,Cat_6,8,2
B,464369,Male,Yes,36,Yes,Executive,1.0,High,4.0,Cat_6,4,1
A,463983,Female,Yes,36,No,Engineer,0.0,Average,2.0,Cat_4,8,2
B,463973,Male,Yes,56,No,Executive,,High,5.0,Cat_4,1,6
D,465721,Male,Yes,25,Yes,Entertainment,1.0,High,2.0,Cat_3,4,1
D,467347,Female,No,32,No,Entertainment,,Low,4.0,Cat_6,6,5
C,461325,Male,No,61,Yes,Entertainment,1.0,Low,3.0,Cat_2,7,8
B,465335,Male,Yes,61,No,Entertainment,1.0,Average,2.0,Cat_7,1,6
C,461871,Male,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
C,466296,Male,Yes,69,No,Executive,1.0,High,4.0,Cat_6,1,6
A,462252,Male,No,47,Yes,Entertainment,4.0,Low,1.0,Cat_6,7,8
D,460209,Female,Yes,26,Yes,Entertainment,5.0,Low,7.0,Cat_6,3,3
B,465890,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,2,7
A,459745,Male,Yes,47,No,Artist,0.0,Low,4.0,Cat_1,1,6
A,465715,Female,Yes,69,Yes,Artist,7.0,Low,1.0,Cat_6,3,3
B,467168,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_1,4,1
C,465805,Male,Yes,50,Yes,Engineer,,Low,1.0,Cat_3,4,1
D,461417,Female,No,37,Yes,Doctor,1.0,Low,3.0,Cat_6,2,7
B,462938,Female,No,50,Yes,Artist,6.0,Low,1.0,Cat_6,2,7
C,463869,Female,Yes,52,Yes,Doctor,0.0,Average,4.0,Cat_6,3,3
C,459071,Male,No,28,Yes,Healthcare,5.0,Low,4.0,Cat_6,7,8
A,460193,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_2,7,8
A,462936,Female,No,43,Yes,Engineer,,Low,1.0,Cat_6,2,7
A,464015,Female,No,42,Yes,Artist,,Low,2.0,Cat_6,2,7
B,467961,Male,Yes,45,Yes,Executive,1.0,High,5.0,Cat_4,4,1
B,464442,Male,Yes,57,Yes,Lawyer,1.0,High,2.0,Cat_6,4,1
A,465834,Male,No,48,Yes,Entertainment,0.0,Low,3.0,Cat_2,7,8
D,462857,Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,5,4
A,467268,Male,Yes,88,Yes,Lawyer,,Low,1.0,Cat_6,4,1
C,463474,Male,Yes,51,No,Artist,3.0,Average,2.0,Cat_6,1,6
B,463607,Female,No,29,Yes,Engineer,1.0,Low,5.0,Cat_1,2,7
B,460793,Female,Yes,28,No,Artist,,Low,3.0,Cat_3,8,2
C,464874,Female,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_4,3,3
D,465907,Female,No,25,Yes,Marketing,8.0,Low,,Cat_1,2,7
C,465186,Female,Yes,38,No,Artist,4.0,Average,4.0,Cat_1,8,2
A,463861,Male,Yes,37,Yes,Artist,1.0,Low,1.0,Cat_3,4,1
D,464027,Male,No,22,No,Healthcare,9.0,Low,4.0,Cat_6,5,4
C,460985,Female,Yes,61,Yes,Engineer,0.0,Average,2.0,Cat_6,3,3
C,466870,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
B,466060,Male,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_3,4,1
B,461273,Male,Yes,73,Yes,Entertainment,1.0,High,4.0,Cat_6,4,1
A,464925,Male,,60,No,Executive,6.0,Average,2.0,Cat_4,1,6
D,465673,Female,No,27,,Marketing,8.0,Low,4.0,Cat_4,6,5
C,461648,Female,Yes,49,Yes,Artist,1.0,Low,1.0,Cat_6,3,3
C,467631,Male,Yes,72,Yes,Lawyer,3.0,High,2.0,Cat_6,4,1
C,467804,Female,Yes,43,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
A,465946,Female,Yes,50,Yes,,1.0,Low,2.0,Cat_3,3,3
D,460076,Female,No,49,Yes,,0.0,Low,2.0,Cat_6,2,7
A,466000,Male,Yes,38,Yes,Doctor,5.0,Low,2.0,Cat_1,4,1
C,459445,Female,Yes,35,Yes,Artist,0.0,Average,3.0,Cat_6,3,3
B,466292,Female,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6,8,2
A,463804,Male,Yes,63,Yes,Artist,9.0,Low,1.0,Cat_6,4,1
C,464081,Male,Yes,73,Yes,Executive,11.0,High,2.0,Cat_6,4,1
B,462543,Female,Yes,38,Yes,Artist,4.0,Low,1.0,Cat_3,3,3
B,463444,Male,Yes,61,Yes,Lawyer,,High,2.0,Cat_6,4,1
A,463051,Female,No,42,Yes,Homemaker,10.0,Low,1.0,Cat_6,2,7
B,465893,Female,Yes,43,Yes,Engineer,0.0,Average,2.0,Cat_6,3,3
D,466812,Male,No,31,No,Homemaker,14.0,Low,1.0,Cat_6,5,4
A,463129,Male,Yes,69,No,Doctor,,Low,1.0,Cat_6,1,6
D,467091,Female,No,42,Yes,Entertainment,1.0,Low,3.0,Cat_6,2,7
B,460268,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,4,1
A,465757,Male,Yes,39,Yes,Artist,3.0,Average,4.0,Cat_4,4,1
B,460021,Female,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6,3,3
C,463859,Male,Yes,39,Yes,Artist,6.0,Average,2.0,Cat_6,4,1
C,460053,Male,Yes,55,Yes,Artist,9.0,Average,2.0,Cat_1,4,1
B,466659,Male,Yes,60,Yes,Doctor,1.0,High,2.0,Cat_3,4,1
A,466533,Female,No,51,Yes,Entertainment,1.0,Low,1.0,Cat_6,2,7
B,465307,Female,Yes,61,Yes,Artist,0.0,Average,3.0,Cat_4,3,3
A,464592,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,2,7
B,460975,Male,Yes,86,,Lawyer,1.0,High,2.0,Cat_6,1,6
C,461647,Female,Yes,55,Yes,Artist,2.0,Average,3.0,Cat_6,3,3
C,467462,Female,Yes,43,Yes,Artist,1.0,Average,5.0,Cat_6,3,3
B,467594,Male,Yes,45,No,Executive,0.0,Average,3.0,Cat_4,1,6
C,464255,Female,Yes,50,Yes,Artist,1.0,Average,5.0,Cat_4,3,3
C,461701,Male,Yes,40,No,Artist,1.0,Average,2.0,Cat_5,1,6
D,466516,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,5,4
A,464036,Female,No,25,Yes,Doctor,3.0,Low,1.0,Cat_6,2,7
D,461887,Female,No,89,Yes,Lawyer,2.0,Low,1.0,Cat_6,2,7
D,464093,Female,No,25,No,Engineer,1.0,Low,,Cat_7,6,5
C,466177,Female,Yes,49,Yes,Artist,0.0,Average,3.0,Cat_6,3,3
B,467486,Female,Yes,46,Yes,Engineer,1.0,Average,5.0,Cat_6,3,3
C,466775,Female,Yes,83,Yes,Lawyer,0.0,Low,2.0,Cat_6,3,3
B,467412,Male,Yes,35,Yes,Executive,6.0,Average,4.0,Cat_6,4,1
C,460546,Female,Yes,71,Yes,Lawyer,1.0,Low,2.0,Cat_3,3,3
C,466204,Male,Yes,50,Yes,Artist,0.0,Average,3.0,Cat_6,4,1
C,459000,Male,Yes,58,No,Executive,12.0,High,2.0,Cat_6,1,6
D,460635,Male,Yes,29,No,Healthcare,,High,2.0,Cat_3,1,6
A,466781,Male,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_3,4,1
C,464992,Male,Yes,67,Yes,Executive,0.0,High,2.0,Cat_6,4,1
C,464921,Male,Yes,35,No,Doctor,0.0,Average,5.0,Cat_4,1,6
C,458982,Male,Yes,61,Yes,Executive,1.0,High,3.0,Cat_6,4,1
B,461045,Female,No,29,No,Entertainment,0.0,Low,2.0,Cat_3,6,5
C,466644,Female,No,49,Yes,Homemaker,0.0,Low,,Cat_6,2,7
B,459623,Male,Yes,46,No,Entertainment,,Average,5.0,Cat_4,1,6
B,459346,Male,Yes,47,Yes,Executive,0.0,Average,5.0,Cat_2,4,1
C,464183,Female,No,37,No,Artist,4.0,Low,2.0,Cat_6,6,5
D,466642,Male,No,18,No,Healthcare,9.0,Low,3.0,Cat_6,5,4
C,460519,Female,No,23,No,Entertainment,0.0,Low,2.0,Cat_3,6,5
D,462687,Male,No,29,No,Homemaker,11.0,Low,3.0,Cat_3,5,4
A,464847,Female,Yes,52,No,Artist,,Average,4.0,Cat_4,8,2
A,467921,Female,No,43,Yes,Artist,1.0,Low,4.0,Cat_6,2,7
A,460863,Male,Yes,66,Yes,Artist,0.0,Low,5.0,Cat_6,4,1
C,464168,Male,Yes,45,Yes,Executive,1.0,High,3.0,Cat_6,4,1
A,464819,Female,Yes,67,Yes,Lawyer,1.0,Low,1.0,Cat_4,3,3
C,465718,Female,Yes,49,Yes,Marketing,9.0,Low,2.0,Cat_6,3,3
D,461025,Male,Yes,38,No,Executive,1.0,High,4.0,Cat_6,1,6
A,466243,Female,Yes,38,No,Engineer,1.0,Low,2.0,Cat_4,8,2
D,463059,Female,No,32,Yes,Homemaker,10.0,Low,1.0,Cat_6,2,7
C,466962,Male,Yes,48,Yes,Artist,8.0,Average,2.0,Cat_6,4,1
A,463067,Female,No,42,Yes,Homemaker,7.0,Low,1.0,Cat_6,2,7
C,465755,Female,No,50,Yes,Artist,8.0,Low,3.0,Cat_6,2,7
D,460088,Female,Yes,33,Yes,Homemaker,,High,2.0,Cat_6,3,3
C,466301,Male,Yes,50,Yes,Artist,0.0,Average,3.0,Cat_2,4,1
D,467884,Female,Yes,30,Yes,Engineer,8.0,High,6.0,Cat_4,3,3
A,459908,Male,Yes,89,No,Lawyer,0.0,Low,,Cat_6,1,6
D,459315,Female,Yes,27,Yes,Doctor,1.0,Low,2.0,Cat_4,3,3
B,465343,Female,Yes,43,Yes,Engineer,1.0,Average,4.0,Cat_6,3,3
D,467772,Female,No,25,No,Marketing,1.0,Low,2.0,Cat_6,6,5
D,463601,Female,No,19,No,Healthcare,4.0,Low,5.0,,6,5
A,460292,Female,No,27,Yes,Marketing,12.0,Low,3.0,Cat_6,2,7
B,466566,Male,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,7,8
B,459500,Male,Yes,37,Yes,Entertainment,1.0,Average,4.0,Cat_6,4,1
C,460267,Female,No,27,Yes,Healthcare,1.0,Low,9.0,Cat_6,2,7
A,467298,Male,Yes,61,Yes,Healthcare,1.0,Low,2.0,Cat_6,4,1
C,467095,Male,Yes,41,No,Engineer,0.0,Average,2.0,Cat_7,1,6
B,465919,Female,No,50,Yes,Artist,0.0,Low,1.0,Cat_6,2,7
C,461835,Female,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
D,461302,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,5,4
B,461275,Male,Yes,66,Yes,Marketing,1.0,High,2.0,Cat_6,4,1
D,463115,Male,Yes,36,Yes,Homemaker,5.0,Low,1.0,Cat_6,4,1
B,466362,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,4,1
C,462784,Female,No,30,No,Executive,,Low,1.0,Cat_3,6,5
D,467498,Male,Yes,56,Yes,Lawyer,,Low,3.0,Cat_1,4,1
D,463490,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,5,4
B,463836,Female,Yes,38,Yes,Artist,0.0,Low,1.0,Cat_6,3,3
D,459923,Male,No,31,Yes,Marketing,0.0,Low,2.0,Cat_3,7,8
D,462590,Female,Yes,30,No,Engineer,,Average,3.0,Cat_4,8,2
C,464164,Female,Yes,81,Yes,Lawyer,0.0,High,2.0,Cat_6,3,3
A,460298,Female,No,52,Yes,Lawyer,4.0,Low,1.0,Cat_6,2,7
B,467819,Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_3,4,1
A,460722,Male,Yes,30,No,Entertainment,1.0,Average,3.0,Cat_3,1,6
A,466407,Male,Yes,55,No,Entertainment,1.0,Low,3.0,Cat_4,1,6
A,462411,Male,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,7,8
C,466198,Male,Yes,70,No,Lawyer,0.0,High,2.0,Cat_3,1,6
B,462153,Male,Yes,59,No,Artist,0.0,Low,1.0,Cat_6,1,6
D,467180,Male,Yes,39,Yes,Healthcare,1.0,Low,3.0,Cat_3,4,1
C,461481,Female,Yes,58,Yes,Artist,9.0,Average,3.0,Cat_6,3,3
D,464589,Male,Yes,30,No,Entertainment,11.0,Low,2.0,Cat_5,1,6
C,461471,Female,Yes,73,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
C,463981,Female,No,25,Yes,Artist,5.0,Low,1.0,,2,7
A,459793,Male,Yes,40,Yes,Artist,0.0,High,,Cat_6,4,1
A,464146,Male,No,38,Yes,Entertainment,1.0,Low,2.0,Cat_6,7,8
B,464498,Male,Yes,45,Yes,Artist,,Average,3.0,Cat_3,4,1
D,459589,Male,No,25,No,Healthcare,1.0,Low,5.0,Cat_6,5,4
B,459775,Male,No,36,Yes,Artist,,Low,2.0,Cat_2,7,8
D,459829,Male,Yes,53,Yes,Artist,3.0,High,3.0,Cat_7,4,1
A,463314,Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_3,6,5
C,459723,Male,Yes,49,Yes,Artist,6.0,Average,2.0,Cat_6,4,1
C,459122,Female,Yes,51,Yes,Artist,6.0,Average,5.0,Cat_6,3,3
D,462221,Male,No,33,No,Healthcare,0.0,Low,7.0,Cat_4,5,4
A,463528,Male,Yes,67,No,Executive,,High,2.0,Cat_6,1,6
C,459112,Female,Yes,72,Yes,Lawyer,1.0,High,,,3,3
A,462694,Male,Yes,61,Yes,Entertainment,6.0,Average,2.0,Cat_6,4,1
A,466757,Female,Yes,47,No,Engineer,0.0,Low,1.0,Cat_6,8,2
B,464413,Female,Yes,36,Yes,Engineer,0.0,Low,1.0,Cat_3,3,3
D,464690,Male,Yes,40,No,Engineer,2.0,Average,,Cat_4,1,6
A,466425,Male,Yes,32,Yes,Entertainment,1.0,Average,2.0,Cat_3,4,1
A,460474,Female,Yes,40,No,Homemaker,9.0,Average,5.0,Cat_4,8,2
C,467261,Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,3,3
C,463411,Male,Yes,42,Yes,Entertainment,,Average,2.0,Cat_6,4,1
B,463322,Female,Yes,72,Yes,Lawyer,1.0,High,4.0,Cat_2,3,3
A,466193,Male,Yes,84,No,Lawyer,0.0,Low,1.0,Cat_6,1,6
D,461555,Male,No,27,No,Entertainment,,Low,1.0,Cat_6,5,4
D,459738,Male,Yes,32,Yes,Artist,1.0,Low,2.0,Cat_6,4,1
B,459008,Female,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_6,3,3
C,462004,Female,Yes,53,Yes,Artist,,High,6.0,Cat_3,3,3
D,459836,Male,,32,Yes,Healthcare,8.0,High,5.0,Cat_7,4,1
D,461250,Female,Yes,47,Yes,Lawyer,2.0,High,4.0,Cat_6,3,3
